"","gender","rural","dem_education_level","dem_has_children","age_group"
"8170","female","urban","high","yes","26_39"
"8171","female","rural","medium","yes","40_65"
"8172","female","urban","medium","yes","26_39"
"8173","female","urban","high","no","14_25"
"8174","male","urban","low","no","40_65"
"8175","male","urban","low","yes","40_65"
"8176","female","rural",NA,"yes","14_25"
"8177","female","urban","high","yes","40_65"
"8178","female","urban","low","yes","14_25"
"8179","male","urban","high","yes","40_65"
"8180","male","urban","medium","yes","40_65"
"8181","male","urban","high","no","14_25"
"8182","female","rural","no","yes","26_39"
"8183","male","urban","high","yes","14_25"
"8184","male","urban","high","no","40_65"
"8185","female","urban","medium","no","14_25"
"8186","male","rural","high","no","14_25"
"8187","male","urban","high","yes","26_39"
"8188","female","urban","medium","yes","40_65"
"8189","male","urban","medium","yes","40_65"
"8190","female","urban","medium","no","14_25"
"8191","female","urban","medium","yes","26_39"
"8192","male","urban","high","yes","26_39"
"8193","male","urban","high","yes","40_65"
"8194","male","rural","low","no","26_39"
"8195","female","urban","high","no","26_39"
"8196","male","urban","medium","no","40_65"
"8197","male","urban","medium","no","26_39"
"8198","male","urban","medium","no","14_25"
"8199","male","urban","high","no","14_25"
"8200","male","rural","medium","no","14_25"
"8201","female","urban","high","no","26_39"
"8202","male","urban","high","yes","26_39"
"8203","female","urban","medium","yes","40_65"
"8204","female","urban","medium","yes","26_39"
"8205","male","urban","high","yes","26_39"
"8206","male","urban","medium","yes","40_65"
"8207","female","urban","medium","no","40_65"
"8208","female","rural","no","no","14_25"
"8209","male","urban","medium","yes","40_65"
"8210","male","urban","high","no","14_25"
"8211","female","urban","medium","yes","40_65"
"8212","female","urban","medium","no","14_25"
"8213","female","rural","medium","yes","26_39"
"8214","male","rural","medium","no","14_25"
"8215","female","urban","high","yes","26_39"
"8216","female","urban","medium","no","14_25"
"8217","female","urban","medium","yes","40_65"
"8218","female","urban",NA,"no","14_25"
"8219","male","rural","high","yes","40_65"
"8220","female","urban","high","yes","40_65"
"8221","female","rural","high","yes","40_65"
"8222","male","urban","high","no","26_39"
"8223","female","urban","medium","yes","26_39"
"8224","male","rural","medium","yes","40_65"
"8225","male","urban","medium","no","26_39"
"8226","female","urban","medium","yes","40_65"
"8227","male","urban","low","yes","40_65"
"8228","male","urban",NA,"no","26_39"
"8229","male","urban","medium","yes","26_39"
"8230","female","rural","medium","yes","26_39"
"8231","female","urban","medium","yes","40_65"
"8232","male","urban","medium","no","26_39"
"8233","male","urban","high","yes","26_39"
"8234","male","urban","high","yes","26_39"
"8235","female","urban","medium","yes","40_65"
"8236","male","urban","high","no","26_39"
"8237","female","rural","high","no","14_25"
"8238","female","urban","high","no","26_39"
"8239","male","rural","medium","no","14_25"
"8240","female","urban",NA,"yes","40_65"
"8241","female","rural","medium","yes","26_39"
"8242","female","rural","low","yes","40_65"
"8243","female","rural","no","no","14_25"
"8244","female","rural","low","yes","40_65"
"8245","male","urban","high","yes","26_39"
"8246","male","urban","high","yes","40_65"
"8247","female","urban","medium","yes","40_65"
"8248","female","rural","medium","yes","40_65"
"8249","male","urban","low","yes","40_65"
"8250","female","urban","high","yes","14_25"
"8251","male","urban","high","no","40_65"
"8252","female","urban","medium","no","14_25"
"8253","male","urban","no","yes","26_39"
"8254","female","urban","no","no","26_39"
"8255","female","urban","high","no","26_39"
"8256","female","urban","high","yes","26_39"
"8257","female","urban","high","yes","26_39"
"8258","male","urban","medium","yes","40_65"
"8259","female","urban","high","yes","40_65"
"8260","male","urban","high","no","14_25"
"8261","male","urban","medium","no","14_25"
"8262","female","urban","medium","yes","26_39"
"8263","male","urban","low","yes","40_65"
"8264","female","urban","medium","yes","40_65"
"8265","male","urban","low","yes","40_65"
"8266","male","urban","high","no","40_65"
"8267","male","urban","medium","no","40_65"
"8268","female","urban","high","yes","26_39"
"8269","female","urban","medium","yes","40_65"
"8270","female","rural","high","no","40_65"
"8271","female","urban","high","yes","40_65"
"8272","female","urban","high","no","26_39"
"8273","male","urban","medium","yes","26_39"
"8274","female","urban","high","yes","40_65"
"8275","female","urban","medium","yes","40_65"
"8276","female","urban","high","yes","40_65"
"8277","male","urban","medium","yes","40_65"
"8278","male","urban","high","no","14_25"
"8279","male","rural","medium","no","14_25"
"8280","male","urban","medium","yes","26_39"
"8281","male","urban","medium","yes","40_65"
"8282","male","urban","high","no","40_65"
"8283","male","urban","high","yes","40_65"
"8284","male","urban","medium","yes","40_65"
"8285","male","urban",NA,"yes","40_65"
"8286","male","urban","high","no","14_25"
"8287","female","urban","no","no","40_65"
"8288","male","rural","medium","yes","40_65"
"8289","male","urban","medium","yes","40_65"
"8290","female","rural","medium","yes","40_65"
"8291","female","urban","no","no","26_39"
"8292","male","urban","medium","no","26_39"
"8293","female","urban",NA,"no","14_25"
"8294","male","urban",NA,"yes","40_65"
"8295","female","urban","high","yes","40_65"
"8296","male","urban","medium","no","14_25"
"8297","female","urban","low","yes","40_65"
"8298","female","urban","medium","yes","26_39"
"8299","female","rural","medium","no","26_39"
"8300","male","urban","low","no","40_65"
"8301","female","urban","medium","yes","40_65"
"8302","female","urban","medium","yes","40_65"
"8303","male","rural","medium","yes","26_39"
"8304","male","urban","medium","yes","26_39"
"8305","male","urban","high","yes","40_65"
"8306","female","urban","medium","yes","26_39"
"8307","male","urban","high","no","40_65"
"8308","female","urban","medium","yes","26_39"
"8309","female","rural","low","yes","26_39"
"8310","female","urban",NA,"no","14_25"
"8311","female","urban","high","no","26_39"
"8312","male","urban","low","no","26_39"
"8313","male","urban","low","yes","40_65"
"8314","female","urban","high","yes","40_65"
"8315","male","urban","high","yes","26_39"
"8316","female","urban","medium","no","26_39"
"8317","male","urban","medium","yes","40_65"
"8318","female","urban","no","no","14_25"
"8319","female","urban","high","yes","40_65"
"8320","male","urban","high","no","26_39"
"8321","male","urban","high","no","14_25"
"8322","male","urban","medium","no","14_25"
"8323","female","urban","high","no","40_65"
"8324","female","urban","medium","no","14_25"
"8325","male","rural","high","no","26_39"
"8326","female","urban","high","yes","40_65"
"8327","female","urban","high","yes","26_39"
"8328","male","urban","low","yes","40_65"
"8329","male","rural","medium","yes","26_39"
"8330","male","urban","medium","yes","40_65"
"8331","female","urban",NA,"yes","40_65"
"8332","male","urban","medium","yes","26_39"
"8333","female","rural","high","yes","26_39"
"8334","male","urban","medium","yes","40_65"
"8335","male","rural","medium","no","14_25"
"8336","female","urban","high","no","26_39"
"8337","female","rural","high","yes","40_65"
"8338","female","urban",NA,"yes","40_65"
"8339","male","rural","no","no","14_25"
"8340","male","urban","high","no","14_25"
"8341","female","urban","medium","yes","26_39"
"8342","female","urban","high","no","26_39"
"8343","male","urban","medium","no","40_65"
"8344","male","urban",NA,"no","14_25"
"8345","male","urban","medium","yes","40_65"
"8346","male","urban","medium","yes","26_39"
"8347","male","urban","medium","no","40_65"
"8348","male","urban","low","yes","40_65"
"8349","female","rural","no","yes","26_39"
"8350","male","urban","medium","no","40_65"
"8351","male","urban",NA,"no","14_25"
"8352","female","urban","medium","yes","40_65"
"8353","male","urban","medium","no","14_25"
"8354","female","urban","medium","yes","26_39"
"8355","male","urban","medium","yes","40_65"
"8356","male","urban","medium","yes","40_65"
"8357","female","rural","high","yes","26_39"
"8358","male","urban","medium","yes","26_39"
"8359","female","rural","no","no","14_25"
"8360","female","urban",NA,"no","40_65"
"8361","female","rural","medium","no","26_39"
"8362","female","rural","high","no","26_39"
"8363","male","urban","medium","yes","40_65"
"8364","male","urban","medium","yes","40_65"
"8365","female","urban","medium","yes","40_65"
"8366","male","urban","high","yes","26_39"
"8367","female","urban",NA,"yes","40_65"
"8368","male","urban","medium","yes","40_65"
"8369","male","urban","medium","yes","14_25"
"8370","male","urban","medium","yes","40_65"
"8371","male","urban",NA,"yes","40_65"
"8372","male","urban","medium","yes","40_65"
"8373","male","urban","medium","yes","26_39"
"8374","male","urban","medium","yes","40_65"
"8375","male","urban","high","no","26_39"
"8376","female","urban","high","yes","14_25"
"8377","female","urban","high","yes","40_65"
"8378","male","urban","medium","no","14_25"
"8379","male","urban",NA,"yes","40_65"
"8380","female","urban","high","no","26_39"
"8381","female","urban","medium","yes","14_25"
"8382","female","urban","medium","yes","40_65"
"8383","female","rural",NA,"yes","40_65"
"8384","male","rural","low","no","26_39"
"8385","male","urban","medium","no","14_25"
"8386","male","urban","medium","yes","40_65"
"8387","male","urban","medium","no","40_65"
"8388","male","urban",NA,"yes","40_65"
"8389","male","urban","high","no","26_39"
"8390","male","urban","high","no","40_65"
"8391","female","urban","high","yes","40_65"
"8392","female","urban","medium","yes","26_39"
"8393","female","urban","medium","yes","40_65"
"8394","female","urban","low","yes","40_65"
"8395","male","rural",NA,"no","26_39"
"8396","female","urban","medium","yes","40_65"
"8397","male","rural","high","yes","26_39"
"8398","male","rural",NA,"no","14_25"
"8399","female","urban","high","yes","40_65"
"8400","female","rural","medium","yes","40_65"
"8401","male","rural",NA,"yes","40_65"
"8402","male","urban","high","no","40_65"
"8403","female","urban",NA,"no","26_39"
"8404","female","urban","high","yes","40_65"
"8405","female","rural","high","yes","40_65"
"8406","female","urban",NA,"yes","40_65"
"8407","female","urban","high","yes","26_39"
"8408","female","urban","medium","yes","40_65"
"8409","female","rural","low","yes","26_39"
"8410","male","urban","high","yes","40_65"
"8411","female","urban","high","yes","26_39"
"8412","male","rural","no","yes","40_65"
"8413","male","urban","high","yes","40_65"
"8414","male","urban","medium","yes","40_65"
"8415","male","rural","medium","no","26_39"
"8416","male","urban","medium","yes","26_39"
"8417","male","rural","low","yes","40_65"
"8418","female","urban","high","yes","40_65"
"8419","female","rural",NA,"yes","40_65"
"8420","male","urban","high","yes","40_65"
"8421","male","urban","high","no","26_39"
"8422","male","urban","medium","yes","40_65"
"8423","female","rural",NA,"yes","40_65"
"8424","male","urban","low","yes","40_65"
"8425","male","urban","low","no","40_65"
"8426","male","urban","high","no","26_39"
"8427","female","urban","high","yes","14_25"
"8428","male","urban","medium","yes","40_65"
"8429","male","urban","high","no","40_65"
"8430","male","urban","low","no","26_39"
"8431","female","urban","medium","yes","40_65"
"8432","male","urban","high","yes","26_39"
"8433","male","rural","high","no","40_65"
"8434","female","urban","high","no","26_39"
"8435","male","urban","high","yes","26_39"
"8436","male","urban","medium","yes","26_39"
"8437","male","rural","no","no","40_65"
"8438","female","urban","high","no","26_39"
"8439","female","rural","medium","yes","40_65"
"8440","male","urban","high","yes","26_39"
"8441","male","rural","low","no","14_25"
"8442","male","urban","high","yes","40_65"
"8443","male","urban",NA,"yes","40_65"
"8444","male","urban","medium","yes","40_65"
"8445","male","urban","medium","no","26_39"
"8446","female","urban","medium","yes","40_65"
"8447","male","urban","high","yes","40_65"
"8448","male","rural","no","yes","40_65"
"8449","female","urban","high","yes","40_65"
"8450","female","rural","high","yes","26_39"
"8451","female","urban",NA,"yes","26_39"
"8452","male","urban","high","yes","26_39"
"8453","female","urban","medium","no","26_39"
"8454","female","urban","low","no","14_25"
"8455","female","urban","low","no","14_25"
"8456","male","urban","medium","no","14_25"
"8457","female","urban","medium","no","14_25"
"8458","male","urban","medium","yes","40_65"
"8459","male","urban","high","no","14_25"
"8460","female","urban","medium","yes","40_65"
"8461","male","rural",NA,"yes","40_65"
"8462","female","urban","high","yes","26_39"
"8463","male","urban","medium","yes","40_65"
"8464","female","urban","medium","no","14_25"
"8465","male","rural",NA,"no","40_65"
"8466","male","urban",NA,"no","40_65"
"8467","female","urban","low","yes","40_65"
